,iptat_intercept,iptat_slope,iptat_rvalue,vctat_intercept,vctat_slope,vctat_rvalue,i_act_25,i_leak_25,name,type,time,OK
0,1.7750780927230052,0.003996896747149564,0.9996803690175661,726.2990969483569,-1.8608216431924884,-0.9999750944952092,42.42342,0.24400159999999999,tran_LayGtKttTtVt,Lay,Thu Apr 30 09:43:22 2026,True
