,freq_intercept,freq_slope,freq_rvalue,freq_max_abs_err_per_fs,i_act_25,i_leak_25,name,type,time,OK
0,1.5173233508857493,0.007325514964740504,0.999975563104084,0.003553618357643869,57.27031,2.7194540000000003,tran_LayGtKttTtVt,Lay,Wed Apr 29 19:41:25 2026,False
