,freq_intercept,freq_slope,freq_rvalue,freq_max_abs_err_per_fs,i_act_25,i_leak_25,name,type,time,OK
0,2.652766259654037,0.014295895779696786,0.9999072350795917,0.007882308810624645,68.94426,0.5749516,tran_SchGtKttTtVt,Sch,Wed Apr 15 23:43:23 2026,True
